Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank
Baylor Scheierman,BOS,SG,77.0,18.6,5.5,1.5,0.7,2.8,3.5,0.5,0.1,0.6,1.4,0.453,1.3,3.2,0.399,0.599,11.6,0.616,11.9,-0.7,1.3,0.6,0.9,2619000.0,10.64516129032258,2.903225806451613,5.419354838709676,1.354838709677419,0.9677419354838709,0.1935483870967742,1.161290322580645,2.709677419354838,28.31612903225806,29.819998799999997,False,0.01842637360283361,18.42637360283361,299.0,115.0
Ja'Kobe Walter,TOR,SG,72.0,20.5,7.5,1.2,0.8,1.8,2.6,1.0,0.2,0.5,2.3,0.446,1.5,3.7,0.409,0.582,11.8,0.61,14.0,-1.3,1.0,-0.3,0.6,3638160.0,13.170731707317072,2.107317073170732,3.1609756097560977,1.4048780487804877,1.7560975609756098,0.35121951219512193,0.8780487804878049,4.0390243902439025,29.010731707317074,29.778457170731706,False,0.015612098970435634,15.612098970435634,300.0,161.0
Jamal Shead,TOR,PG,82.0,22.6,6.6,5.4,0.3,1.4,1.7,0.9,0.2,1.4,2.0,0.367,1.0,3.2,0.321,0.45,10.5,0.491,15.5,-2.3,0.0,-2.3,-0.1,1955377.0,10.513274336283184,8.601769911504425,2.230088495575221,0.4778761061946902,1.4336283185840708,0.3185840707964602,2.230088495575221,3.185840707964602,32.28053097345131,29.729987618362816,False,0.02126079387951053,21.26079387951053,301.0,82.0
Kobe Brown,2TM,PF,61.0,15.8,5.8,1.3,1.1,1.9,3.0,0.4,0.2,0.9,1.1,0.469,0.9,2.3,0.374,0.565,12.0,0.594,15.6,-1.2,-1.4,-2.7,-0.2,2654880.0,13.215189873417721,2.962025316455696,4.329113924050633,2.5063291139240507,0.9113924050632911,0.45569620253164556,2.050632911392405,2.5063291139240507,31.85316455696203,29.698431296202536,True,0.018226826605461245,18.226826605461245,302.0,116.0
Liam McNeeley,CHO,SF,31.0,11.9,4.3,0.8,0.4,1.9,2.4,0.2,0.1,0.4,1.2,0.4,0.8,1.9,0.4,0.526,10.6,0.588,14.4,-1.3,0.0,-1.3,0.1,2763960.0,13.008403361344538,2.4201680672268906,5.747899159663865,1.2100840336134453,0.6050420168067226,0.3025210084033613,1.2100840336134453,3.6302521008403357,30.373109243697478,29.659841505882348,False,0.01784033269830304,17.84033269830304,303.0,119.0
Ryan Dunn,PHO,SF,70.0,19.4,5.8,1.5,1.4,2.8,4.2,0.9,0.4,0.8,1.9,0.453,0.8,2.4,0.331,0.53,11.7,0.532,13.7,-2.1,1.2,-0.9,0.4,2657760.0,10.762886597938143,2.783505154639175,5.195876288659794,2.597938144329897,1.6701030927835052,0.7422680412371135,1.484536082474227,3.5257731958762886,30.377319587628854,29.621834109278335,False,0.018169963922533866,18.169963922533867,304.0,117.0
Jase Richardson,ORL,SG,54.0,10.9,4.4,1.1,0.4,0.8,1.2,0.4,0.0,0.5,1.0,0.473,0.5,1.5,0.354,0.548,11.5,0.574,16.8,-1.9,-0.7,-2.5,-0.1,2983320.0,14.532110091743121,3.6330275229357802,2.6422018348623855,1.3211009174311927,1.3211009174311927,0.0,1.6513761467889907,3.3027522935779814,31.50825688073395,29.570685644036697,False,0.017120304102947754,17.120304102947753,305.0,131.0
Nick Smith Jr.,LAL,SG,30.0,12.5,6.2,1.0,0.1,0.7,0.8,0.3,0.1,0.7,0.9,0.435,1.1,2.9,0.395,0.54,10.2,0.552,22.0,-2.1,-2.6,-4.7,-0.3,2710680.0,17.856,2.88,2.016,0.28800000000000003,0.864,0.28800000000000003,2.016,2.5920000000000005,32.96160000000001,29.559130656000015,False,0.017953640777775875,17.953640777775874,306.0,118.0
Nae'Qwan Tomlin,CLE,PF,64.0,15.7,5.8,0.8,1.3,1.6,2.9,0.6,0.5,0.5,2.0,0.478,0.4,1.8,0.235,0.521,12.9,0.549,15.5,-2.2,0.1,-2.1,0.0,718150.0,13.299363057324841,1.8343949044585988,3.6687898089171975,2.980891719745223,1.375796178343949,1.1464968152866242,1.1464968152866242,4.585987261146497,31.20764331210192,29.381978665605093,False,0.03467156591280964,34.67156591280964,307.0,13.0
Vít Krejčí,2TM,PG,65.0,21.4,8.5,1.5,0.5,1.8,2.3,0.7,0.3,0.6,2.1,0.448,2.0,5.0,0.39,0.597,11.1,0.609,14.6,-1.5,0.0,-1.6,0.1,2349578.0,14.29906542056075,2.5233644859813085,3.0280373831775704,0.8411214953271029,1.1775700934579438,0.5046728971962616,1.0093457943925233,3.5327102803738324,30.14579439252337,29.344028500934584,True,0.019143652500420005,19.143652500420004,308.0,109.0
Jabari Walker,PHI,PF,64.0,11.9,4.3,0.5,1.1,1.9,3.0,0.4,0.2,0.4,1.6,0.455,0.5,1.5,0.337,0.531,12.5,0.568,15.0,-2.1,-0.6,-2.7,-0.1,724598.0,13.008403361344538,1.5126050420168067,5.747899159663865,3.327731092436975,1.2100840336134453,0.6050420168067226,1.2100840336134453,4.840336134453781,32.00672268907563,29.30100504201681,False,0.0344218297043404,34.4218297043404,309.0,14.0
Jalen Pickett,DEN,SG,50.0,16.1,5.2,2.3,0.4,1.9,2.3,0.3,0.1,0.7,0.8,0.422,1.0,2.5,0.386,0.528,10.3,0.541,14.8,-1.1,-1.1,-2.3,-0.1,2221677.0,11.627329192546584,5.1428571428571415,4.248447204968944,0.8944099378881987,0.670807453416149,0.22360248447204967,1.5652173913043474,1.7888198757763973,31.43850931677018,29.181623336645956,False,0.01957802992451585,19.57802992451585,310.0,102.0
Dominick Barlow,PHI,PF,71.0,23.8,7.7,1.2,1.9,2.9,4.8,0.9,0.7,0.8,2.1,0.539,0.3,1.2,0.256,0.565,13.2,0.597,12.8,-1.5,0.4,-1.1,0.4,3415000.0,11.647058823529413,1.8151260504201678,4.386554621848739,2.8739495798319323,1.3613445378151259,1.0588235294117645,1.2100840336134453,3.1764705882352944,29.97226890756302,29.10653828193277,False,0.01575053110501606,15.75053110501606,311.0,158.0
Mouhamed Gueye,ATL,PF,77.0,15.3,4.4,0.9,1.2,2.4,3.6,0.8,0.5,0.4,1.6,0.452,0.5,1.7,0.308,0.521,12.0,0.539,12.4,-2.6,1.3,-1.3,0.2,2221677.0,10.352941176470589,2.1176470588235294,5.647058823529411,2.8235294117647056,1.8823529411764706,1.1764705882352942,0.9411764705882353,3.764705882352941,30.77647058823529,29.067958164705882,False,0.019501771653618924,19.501771653618924,312.0,104.0
Tyrese Martin,2TM,SG,46.0,16.9,6.3,1.7,0.7,1.8,2.5,0.5,0.1,0.9,0.7,0.394,1.2,3.6,0.321,0.489,10.3,0.501,18.4,-2.0,-1.4,-3.4,-0.3,2191897.0,13.420118343195266,3.621301775147929,3.8343195266272194,1.4911242603550297,1.0650887573964498,0.21301775147928997,1.9171597633136097,1.4911242603550297,32.09112426035502,28.920073602958574,True,0.01953391631360499,19.53391631360499,313.0,103.0
Nick Richards,2TM,C,48.0,14.6,5.8,0.3,1.6,3.5,5.1,0.2,0.7,1.2,1.8,0.512,0.1,0.4,0.278,0.525,11.9,0.562,18.2,-4.9,-1.2,-6.1,-0.7,5000000.0,14.301369863013697,0.7397260273972602,8.63013698630137,3.945205479452055,0.4931506849315069,1.7260273972602738,2.958904109589041,4.438356164383562,35.408219178082184,28.87120412054794,True,0.012911595001163446,12.911595001163446,314.0,217.0
Gradey Dick,TOR,SG,76.0,14.0,6.0,0.7,0.6,1.4,1.9,0.6,0.1,0.6,1.3,0.419,0.7,2.4,0.301,0.492,10.7,0.538,18.7,-3.2,-0.4,-3.6,-0.4,4990560.0,15.428571428571427,1.7999999999999998,3.5999999999999996,1.542857142857143,1.542857142857143,0.2571428571428572,1.542857142857143,3.342857142857143,31.85999999999999,28.778659289999982,False,0.01288237440158299,12.88237440158299,315.0,219.0
Jake LaRavia,LAL,PF,82.0,25.1,8.2,1.8,1.4,2.6,4.0,1.3,0.5,1.1,2.4,0.459,1.0,3.0,0.321,0.533,11.9,0.571,14.4,-1.6,0.5,-1.2,0.4,6000000.0,11.760956175298801,2.581673306772908,3.729083665338645,2.0079681274900394,1.8645418326693226,0.7171314741035857,1.5776892430278886,3.4422310756972108,29.208764940239043,28.624695003585657,False,0.011685982800263327,11.685982800263327,316.0,251.0
Bub Carrington,WAS,PG,82.0,27.7,10.7,4.6,0.4,3.0,3.4,0.6,0.2,2.3,2.2,0.424,2.1,5.0,0.408,0.538,9.9,0.556,18.0,-2.2,-2.5,-4.7,-1.6,4677600.0,13.906137184115524,5.978339350180505,3.898916967509025,0.5198555956678701,0.779783393501805,0.25992779783393505,2.9891696750902526,2.8592057761732854,33.29675090252707,28.583183913357402,False,0.013215970582868318,13.215970582868318,317.0,207.0
Carter Bryant,SAS,PF,71.0,11.5,4.2,0.7,0.5,2.0,2.5,0.2,0.3,0.5,1.3,0.408,0.7,2.2,0.335,0.506,9.9,0.526,16.3,-3.1,0.2,-3.0,-0.2,4900320.0,13.147826086956522,2.1913043478260867,6.260869565217391,1.5652173913043477,0.6260869565217392,0.9391304347826086,1.5652173913043477,4.069565217391304,31.382608695652166,28.441985960869555,False,0.012848360013546148,12.848360013546149,318.0,220.0
Taurean Prince,MIL,SF,26.0,23.5,9.2,1.8,0.2,3.0,3.1,0.6,0.2,1.2,1.8,0.45,2.3,5.4,0.436,0.61,10.5,0.617,16.2,-1.3,-1.8,-3.1,-0.2,3303774.0,14.093617021276595,2.7574468085106383,4.595744680851063,0.30638297872340425,0.9191489361702128,0.30638297872340425,1.8382978723404255,2.7574468085106383,30.255319148936174,27.629430255319157,False,0.015200811164624291,15.200811164624291,319.0,173.0
Bogdan Bogdanović,LAC,SG,23.0,19.7,7.4,2.2,0.3,2.3,2.6,0.4,0.1,1.2,2.0,0.388,1.4,4.1,0.347,0.497,8.9,0.525,18.6,-2.3,-0.8,-3.1,-0.1,16020000.0,13.52284263959391,4.020304568527919,4.2030456852791875,0.5482233502538071,0.7309644670050762,0.18274111675126906,2.1928934010152283,3.6548223350253806,30.033502538071065,27.437043274111673,False,0.006854977795432488,6.854977795432488,320.0,371.0
Dean Wade,CLE,PF,59.0,22.3,5.8,1.5,0.9,3.3,4.2,0.7,0.4,0.3,1.5,0.439,1.2,3.3,0.362,0.567,10.9,0.58,9.9,-0.8,1.0,0.2,0.7,6623456.0,9.363228699551568,2.42152466367713,5.3273542600896855,1.452914798206278,1.1300448430493273,0.6457399103139013,0.48430493273542596,2.42152466367713,27.306726457399098,27.380217161434967,False,0.010638846933876693,10.638846933876694,321.0,282.0
Terrence Shannon Jr.,MIN,SG,43.0,12.5,5.6,0.9,0.2,0.9,1.1,0.3,0.0,0.6,1.2,0.45,0.7,1.8,0.408,0.541,11.1,0.597,17.7,-2.5,-1.1,-3.6,-0.2,2674080.0,16.128,2.5920000000000005,2.5920000000000005,0.5760000000000001,0.864,0.0,1.728,3.456,30.326400000000007,27.279114530400008,False,0.016681806191097194,16.681806191097195,322.0,144.0
Jonathan Isaac,ORL,PF,52.0,10.0,2.6,0.4,0.8,1.7,2.5,0.4,0.6,0.3,0.8,0.422,0.1,0.7,0.184,0.454,11.5,0.498,12.4,-2.9,1.3,-1.6,0.1,15000000.0,9.36,1.44,6.119999999999999,2.88,1.44,2.16,1.08,2.88,29.681999999999995,27.218569565999996,False,0.007027804442447068,7.027804442447068,323.0,368.0
Rui Hachimura,LAL,PF,68.0,28.3,11.5,0.8,0.6,2.7,3.3,0.6,0.3,0.6,1.6,0.514,1.7,3.9,0.443,0.611,11.6,0.62,15.2,-0.8,-1.5,-2.2,-0.1,18259259.0,14.628975265017669,1.017667844522968,3.4346289752650176,0.763250883392226,0.763250883392226,0.381625441696113,0.763250883392226,2.035335689045936,28.9017667844523,27.10234668551237,False,0.0063425707718295235,6.342570771829523,324.0,375.0
Anthony Gill,WAS,PF,55.0,17.3,5.8,1.3,1.1,1.8,2.9,0.6,0.4,0.7,1.6,0.628,0.3,0.9,0.354,0.667,13.4,0.682,11.9,-1.3,-1.3,-2.6,-0.2,2296274.0,12.06936416184971,2.7052023121387285,3.7456647398843934,2.2890173410404624,1.2485549132947975,0.8323699421965317,1.4566473988439304,3.329479768786127,29.81965317919076,27.032358627745673,False,0.0178390649284099,17.8390649284099,325.0,120.0
Kris Dunn,LAC,PG,82.0,27.2,7.3,3.6,0.7,2.6,3.3,1.6,0.2,1.4,2.3,0.476,1.0,2.6,0.374,0.56,11.3,0.581,12.4,-2.3,1.5,-0.8,0.6,5426400.0,9.661764705882353,4.764705882352941,3.4411764705882355,0.926470588235294,2.1176470588235294,0.2647058823529412,1.852941176470588,3.0441176470588234,27.69485294117647,26.995395865808824,False,0.011588675400107936,11.588675400107936,326.0,254.0
Jarred Vanderbilt,LAL,PF,65.0,17.4,4.4,1.3,1.2,3.3,4.5,0.8,0.3,0.9,1.6,0.471,0.4,1.5,0.293,0.531,11.2,0.544,12.4,-2.4,0.9,-1.5,0.1,11571429.0,9.10344827586207,2.689655172413793,6.8275862068965525,2.4827586206896552,1.6551724137931036,0.6206896551724138,1.8620689655172415,3.3103448275862073,28.934482758620696,26.946744910344833,False,0.007921598261689063,7.921598261689063,327.0,354.0
Rob Dillingham,2TM,PG,65.0,14.9,6.3,2.2,0.3,1.7,2.0,0.7,0.1,1.5,1.8,0.396,0.6,2.0,0.316,0.447,7.7,0.469,23.1,-6.3,-0.9,-7.3,-1.3,6576120.0,15.221476510067115,5.315436241610739,4.10738255033557,0.7248322147651006,1.6912751677852347,0.24161073825503354,3.624161073825503,4.348993288590604,34.21208053691275,26.82122027919463,True,0.010459084415102026,10.459084415102026,328.0,288.0
Tony Bradley,2TM,C,41.0,11.0,4.0,0.5,1.5,1.4,2.8,0.1,0.2,0.4,1.5,0.547,0.0,0.1,0.5,0.556,12.8,0.596,14.5,-2.5,-1.7,-4.2,-0.3,3204816.0,13.090909090909092,1.6363636363636365,4.581818181818181,4.909090909090908,0.3272727272727273,0.6545454545454547,1.3090909090909093,4.909090909090908,31.71272727272727,26.80031765454545,True,0.014970571903583802,14.970571903583801,329.0,177.0
Aaron Holiday,HOU,PG,57.0,13.7,5.5,1.1,0.2,0.8,1.0,0.5,0.1,0.7,1.3,0.417,1.2,3.0,0.394,0.55,10.1,0.578,16.6,-2.2,-0.2,-2.4,-0.1,2296274.0,14.452554744525548,2.89051094890511,2.102189781021898,0.5255474452554745,1.3138686131386863,0.26277372262773724,1.8394160583941606,3.416058394160584,28.418978102189776,26.558560589781017,False,0.017526398391294284,17.526398391294283,330.0,124.0
Dalton Knecht,LAL,SF,54.0,10.2,4.2,0.4,0.3,1.1,1.4,0.2,0.2,0.4,0.8,0.455,0.7,2.1,0.342,0.555,10.1,0.568,17.7,-2.1,-1.6,-3.6,-0.2,4010160.0,14.823529411764707,1.4117647058823533,3.8823529411764715,1.0588235294117647,0.7058823529411766,0.7058823529411766,1.4117647058823533,2.8235294117647065,29.858823529411765,26.40294225882353,False,0.013184737132602323,13.184737132602324,331.0,209.0
Killian Hayes,SAC,PG,23.0,17.7,5.5,3.5,0.2,2.2,2.3,0.9,0.2,1.2,1.6,0.304,0.7,2.7,0.27,0.366,8.8,0.422,18.7,-5.1,-0.9,-6.0,-0.4,263940.0,11.186440677966102,7.118644067796611,4.474576271186441,0.40677966101694923,1.8305084745762712,0.40677966101694923,2.440677966101695,3.254237288135594,33.671186440677964,26.109063950847457,False,0.050820472178773085,50.82047217877309,332.0,3.0
Bryce McGowens,NOP,SG,42.0,21.0,8.1,1.5,0.3,1.8,2.1,0.6,0.2,0.4,2.1,0.481,0.9,2.2,0.409,0.561,11.7,0.61,14.0,-2.0,-0.9,-2.8,-0.2,724598.0,13.885714285714284,2.571428571428571,3.085714285714286,0.5142857142857142,1.0285714285714285,0.34285714285714286,0.6857142857142857,3.6,29.194285714285712,26.069715857142853,False,0.030625820458660528,30.625820458660527,333.0,28.0
Bruce Brown,DEN,SG,82.0,24.4,7.9,2.1,1.0,2.8,3.9,1.0,0.2,1.1,2.4,0.475,0.7,1.8,0.385,0.53,10.8,0.562,14.5,-2.5,0.1,-2.4,-0.2,2296274.0,11.655737704918034,3.0983606557377055,4.131147540983607,1.4754098360655739,1.4754098360655739,0.29508196721311475,1.6229508196721314,3.540983606557377,28.57131147540984,25.979807342213114,False,0.017144470313797743,17.144470313797743,334.0,129.0
Dwight Powell,DAL,C,63.0,14.3,3.3,1.1,1.5,2.6,4.1,0.5,0.3,0.7,2.1,0.644,0.0,0.1,0.286,0.653,12.6,0.699,8.9,-2.9,1.5,-1.4,0.1,4000000.0,8.307692307692307,2.769230769230769,6.545454545454546,3.7762237762237763,1.2587412587412585,0.7552447552447552,1.762237762237762,5.286713286713287,27.755244755244753,25.910322393356644,False,0.012955161196678323,12.955161196678322,335.0,214.0
Keon Ellis,2TM,SG,72.0,20.5,6.7,1.0,0.5,1.3,1.9,1.2,0.6,0.6,1.9,0.44,1.3,3.5,0.363,0.559,10.8,0.579,13.0,-1.8,1.3,-0.5,0.6,2301587.0,11.765853658536585,1.7560975609756098,2.282926829268293,0.8780487804878049,2.107317073170732,1.053658536585366,1.053658536585366,3.3365853658536584,26.034146341463412,25.90519090243902,True,0.0170754870134933,17.0754870134933,336.0,136.0
Nolan Traoré,BRK,PG,56.0,22.2,8.9,3.8,0.3,1.5,1.8,0.8,0.4,2.3,2.1,0.38,1.1,3.4,0.318,0.444,7.9,0.479,22.8,-4.8,-2.0,-6.8,-1.5,3811560.0,14.432432432432433,6.162162162162162,2.4324324324324325,0.4864864864864865,1.2972972972972974,0.6486486486486487,3.72972972972973,3.4054054054054057,32.56216216216217,25.595275524324325,False,0.013110173181219426,13.110173181219427,337.0,211.0
Marcus Smart,LAL,SG,62.0,28.5,9.3,3.0,0.6,2.2,2.8,1.4,0.4,1.5,2.6,0.395,1.6,4.7,0.331,0.497,9.9,0.543,15.4,-2.9,0.6,-2.2,-0.1,19920855.0,11.747368421052633,3.789473684210526,2.778947368421053,0.7578947368421053,1.768421052631579,0.5052631578947369,1.894736842105263,3.28421052631579,27.840000000000003,25.500621119999998,False,0.005713428167182111,5.71342816718211,338.0,379.0
Will Richard,GSW,SG,69.0,20.0,6.4,1.3,1.0,1.5,2.5,1.2,0.1,0.8,1.9,0.468,1.0,3.1,0.335,0.571,11.0,0.596,13.0,-2.5,0.9,-1.7,0.1,1272870.0,11.52,2.34,2.6999999999999997,1.8,2.16,0.18,1.44,3.42,26.819999999999997,25.171496399999995,False,0.022310895853070032,22.310895853070033,339.0,71.0
Ben Sheppard,IND,SG,65.0,21.4,7.1,1.8,0.7,2.3,3.0,0.6,0.1,0.6,1.8,0.434,1.3,3.6,0.362,0.543,9.7,0.561,13.8,-2.4,-0.6,-3.0,-0.4,2790720.0,11.943925233644858,3.0280373831775704,3.8691588785046727,1.1775700934579438,1.0093457943925233,0.16822429906542058,1.0093457943925233,3.0280373831775704,28.4803738317757,24.771188371962623,False,0.014828209369780805,14.828209369780804,340.0,179.0
Jericho Sims,MIL,C,67.0,19.7,5.0,1.6,2.2,3.3,5.5,0.3,0.3,1.1,2.2,0.784,0.0,0.0,0.0,0.784,12.9,0.772,9.8,-2.1,-0.9,-3.1,-0.4,2461463.0,9.137055837563452,2.923857868020305,6.030456852791878,4.020304568527919,0.5482233502538071,0.5482233502538071,2.0101522842639596,4.020304568527919,28.242639593908628,24.764006412182738,False,0.015784260936286036,15.784260936286037,341.0,156.0
Kobe Sanders,LAC,SG,68.0,19.9,7.3,1.6,0.4,1.8,2.3,0.7,0.1,1.2,2.1,0.466,1.2,2.9,0.408,0.57,10.0,0.597,16.3,-2.7,-0.2,-2.9,-0.3,475497.0,13.20603015075377,2.8944723618090458,3.2562814070351758,0.7236180904522614,1.2663316582914572,0.18090452261306536,2.170854271356784,3.7989949748743723,27.32562814070352,24.694143725879396,False,0.03581129951390585,35.81129951390585,342.0,10.0
Mike Conley,MIN,PG,54.0,18.4,4.5,2.9,0.3,1.4,1.7,0.6,0.3,0.6,1.6,0.335,1.0,3.1,0.337,0.465,9.4,0.517,11.5,-2.3,1.0,-1.3,0.2,11499872.0,8.804347826086957,5.673913043478261,2.739130434782609,0.5869565217391304,1.1739130434782608,0.5869565217391304,1.1739130434782608,3.1304347826086962,26.598913043478266,24.468738656250004,False,0.00721547754005373,7.21547754005373,343.0,363.0
Rasheer Fleming,PHO,PF,55.0,12.2,4.3,0.3,1.0,1.2,2.3,0.4,0.4,0.5,1.2,0.405,0.8,2.4,0.346,0.509,10.2,0.517,16.3,-3.0,-0.7,-3.8,-0.3,1272870.0,12.688524590163935,0.8852459016393442,3.540983606557377,2.9508196721311477,1.180327868852459,1.180327868852459,1.4754098360655739,3.540983606557377,28.401639344262303,24.062408329918036,False,0.02132784947274117,21.327849472741168,344.0,81.0
Herbert Jones,NOP,SF,56.0,28.4,8.9,2.8,0.8,2.6,3.4,1.6,0.5,1.3,3.2,0.383,1.4,4.6,0.309,0.467,9.1,0.491,15.2,-3.7,0.6,-3.1,-0.5,13937574.0,11.281690140845072,3.549295774647887,3.295774647887324,1.0140845070422537,2.0281690140845074,0.6338028169014085,1.647887323943662,4.056338028169015,28.00774647887324,24.05221255669014,False,0.006442604032161037,6.442604032161037,345.0,374.0
Zeke Nnaji,DEN,PF,52.0,12.0,3.7,0.6,0.6,2.0,2.6,0.3,0.5,0.5,1.4,0.47,0.3,1.0,0.259,0.517,10.3,0.558,13.7,-3.6,0.0,-3.5,-0.3,8177778.0,11.100000000000001,1.7999999999999998,6.0,1.7999999999999998,0.8999999999999999,1.5,1.5,4.199999999999999,28.59,23.932954035,False,0.008369097903676402,8.369097903676401,346.0,349.0
Adem Bona,PHI,C,71.0,17.4,4.8,0.5,1.8,2.5,4.3,0.4,1.2,0.8,2.2,0.595,0.0,0.1,0.333,0.6,12.8,0.638,11.1,-3.2,0.3,-2.9,-0.3,1955377.0,9.931034482758621,1.0344827586206897,5.172413793103449,3.724137931034483,0.8275862068965518,2.4827586206896552,1.6551724137931036,4.551724137931035,27.67241379310345,23.825484439655174,False,0.017038308937543007,17.038308937543007,347.0,137.0
Hugo González,BOS,SF,74.0,14.6,3.9,0.5,0.8,2.5,3.3,0.6,0.3,0.5,1.7,0.476,0.6,1.6,0.362,0.561,10.2,0.561,11.8,-3.1,1.6,-1.5,0.1,2783880.0,9.616438356164384,1.2328767123287672,6.164383561643835,1.9726027397260275,1.4794520547945205,0.7397260273972602,1.2328767123287672,4.191780821917808,25.89041095890411,23.820659999999997,False,0.014276723050263484,14.276723050263485,348.0,187.0
Caleb Martin,DAL,SF,58.0,14.8,3.9,1.4,0.5,2.0,2.5,0.7,0.3,0.7,1.5,0.45,0.3,1.0,0.351,0.503,9.3,0.526,12.5,-4.0,1.7,-2.2,0.0,9594044.0,9.486486486486486,3.4054054054054053,4.864864864864864,1.216216216216216,1.7027027027027026,0.7297297297297296,1.7027027027027026,3.6486486486486482,26.975675675675674,23.679774222972974,False,0.0076449861736627624,7.644986173662763,349.0,358.0
Nique Clifford,SAC,SG,75.0,25.1,8.6,2.4,0.9,2.9,3.8,0.9,0.3,1.5,2.1,0.418,1.0,3.1,0.333,0.482,9.0,0.505,17.0,-3.7,-1.2,-4.9,-1.4,3108120.0,12.334661354581673,3.4422310756972108,4.159362549800797,1.290836653386454,1.290836653386454,0.43027888446215135,2.151394422310757,3.0119521912350598,29.596015936254975,23.630369581673303,False,0.01340360513283224,13.40360513283224,350.0,200.0
Larry Nance Jr.,CLE,PF,35.0,12.8,3.7,1.0,0.8,1.8,2.7,0.6,0.2,0.6,1.6,0.419,0.6,1.8,0.333,0.504,9.5,0.505,14.0,-3.9,0.5,-3.4,-0.2,2296274.0,10.40625,2.8125,5.0625,2.25,1.6874999999999998,0.5625,1.6874999999999998,4.5,28.2234375,23.574659707031252,False,0.015557276779661103,15.557276779661104,351.0,164.0
Patrick Williams,CHI,PF,72.0,20.5,7.0,1.5,0.7,2.3,3.0,0.7,0.4,1.0,1.3,0.372,1.3,3.8,0.347,0.472,8.2,0.494,16.6,-3.4,-1.1,-4.5,-0.9,18000000.0,12.292682926829269,2.6341463414634143,4.0390243902439025,1.2292682926829266,1.2292682926829266,0.7024390243902439,1.7560975609756098,2.282926829268293,29.0809756097561,23.490608593170734,False,0.005536789543476671,5.536789543476671,352.0,381.0
Terance Mann,BRK,SG,63.0,24.3,7.2,3.0,1.1,2.1,3.2,0.7,0.2,1.1,2.5,0.457,0.9,2.4,0.364,0.533,10.2,0.564,13.5,-2.7,-0.7,-3.4,-0.6,15500000.0,10.666666666666666,4.444444444444445,3.1111111111111107,1.6296296296296298,1.037037037037037,0.29629629629629634,1.6296296296296298,3.7037037037037037,27.674074074074074,23.27658044444444,False,0.005912257345149189,5.9122573451491895,353.0,377.0
Johnny Furphy,IND,SG,35.0,18.4,5.1,1.2,0.9,3.5,4.4,0.6,0.2,0.8,1.9,0.47,0.7,2.0,0.324,0.547,9.2,0.547,12.8,-3.9,0.2,-3.7,-0.3,1955377.0,9.978260869565219,2.3478260869565215,6.847826086956522,1.7608695652173914,1.1739130434782608,0.39130434782608703,1.5652173913043481,3.717391304347826,27.96847826086957,22.808400800543485,False,0.01631096233091274,16.31096233091274,354.0,149.0
Jaylen Clark,MIN,SG,68.0,13.1,4.0,0.6,0.8,1.0,1.8,0.7,0.1,0.3,1.3,0.434,0.5,1.5,0.327,0.507,10.3,0.534,13.3,-3.2,0.7,-2.4,-0.1,2191897.0,10.992366412213741,1.6488549618320612,2.7480916030534353,2.198473282442748,1.9236641221374045,0.2748091603053435,0.8244274809160306,3.5725190839694663,25.84580152671756,22.507538067938935,False,0.0152026018702601,15.2026018702601,355.0,172.0
Cody Williams,UTA,SG,67.0,24.3,8.8,2.0,0.9,2.0,3.0,0.8,0.4,1.1,1.8,0.468,0.4,2.0,0.214,0.495,9.6,0.524,16.0,-3.6,-1.9,-5.5,-1.5,5742480.0,13.037037037037038,2.962962962962963,2.962962962962963,1.3333333333333333,1.1851851851851853,0.5925925925925927,1.6296296296296298,2.6666666666666665,29.385185185185186,22.34908718518519,False,0.009326314232064174,9.326314232064174,356.0,327.0
Jalen Wilson,BRK,PF,54.0,15.9,6.4,0.9,0.3,1.8,2.1,0.4,0.0,0.7,1.6,0.396,1.0,2.8,0.355,0.493,8.7,0.536,18.2,-3.6,-2.1,-5.6,-0.8,2221677.0,14.49056603773585,2.0377358490566038,4.0754716981132075,0.6792452830188679,0.9056603773584906,0.0,1.5849056603773584,3.6226415094339623,28.867924528301884,22.254615849056606,False,0.014930681889252057,14.930681889252057,357.0,178.0
Luguentz Dort,OKC,SF,69.0,26.8,8.3,1.2,0.8,2.7,3.6,0.9,0.4,0.8,2.6,0.385,1.9,5.4,0.344,0.508,8.3,0.524,14.1,-2.8,0.8,-2.0,0.0,18222222.0,11.149253731343284,1.6119402985074627,3.626865671641791,1.0746268656716418,1.208955223880597,0.5373134328358209,1.0746268656716418,3.4925373134328357,24.716417910447767,22.253283223880608,False,0.005213068464956066,5.213068464956066,358.0,382.0
A.J. Green,MIL,SG,78.0,29.1,10.4,1.9,0.4,2.4,2.7,0.5,0.1,1.0,2.3,0.424,3.0,7.1,0.419,0.612,9.4,0.627,14.0,-1.5,-1.8,-3.3,-0.8,2301587.0,12.8659793814433,2.3505154639175254,2.9690721649484537,0.4948453608247423,0.6185567010309277,0.12371134020618557,1.2371134020618555,2.8453608247422677,25.9979381443299,22.24858792268042,False,0.014665225806404872,14.665225806404873,359.0,182.0
