Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank,PLAYER_ID,HeadshotURL
Jonathan Isaac,ORL,PF,52.0,10.0,2.6,0.4,0.8,1.7,2.5,0.4,0.6,0.3,0.8,0.422,0.1,0.7,0.184,0.454,11.5,0.498,12.4,-2.9,1.3,-1.6,0.1,15000000.0,9.36,1.44,6.119999999999999,2.88,1.44,2.16,1.08,2.88,29.681999999999995,27.218569566,False,0.007027804442447,7.027804442447068,323.0,368.0,1628371.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628371.png
Rui Hachimura,LAL,PF,68.0,28.3,11.5,0.8,0.6,2.7,3.3,0.6,0.3,0.6,1.6,0.514,1.7,3.9,0.443,0.611,11.6,0.62,15.2,-0.8,-1.5,-2.2,-0.1,18259259.0,14.628975265017669,1.017667844522968,3.4346289752650176,0.763250883392226,0.763250883392226,0.381625441696113,0.763250883392226,2.035335689045936,28.9017667844523,27.10234668551237,False,0.0063425707718295,6.342570771829523,324.0,375.0,1629060.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629060.png
Anthony Gill,WAS,PF,55.0,17.3,5.8,1.3,1.1,1.8,2.9,0.6,0.4,0.7,1.6,0.628,0.3,0.9,0.354,0.667,13.4,0.682,11.9,-1.3,-1.3,-2.6,-0.2,2296274.0,12.06936416184971,2.7052023121387285,3.7456647398843934,2.2890173410404624,1.2485549132947975,0.8323699421965317,1.4566473988439304,3.329479768786127,29.81965317919076,27.032358627745676,False,0.0178390649284099,17.8390649284099,325.0,120.0,1630264.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630264.png
Kris Dunn,LAC,PG,82.0,27.2,7.3,3.6,0.7,2.6,3.3,1.6,0.2,1.4,2.3,0.476,1.0,2.6,0.374,0.56,11.3,0.581,12.4,-2.3,1.5,-0.8,0.6,5426400.0,9.661764705882351,4.764705882352941,3.4411764705882355,0.926470588235294,2.117647058823529,0.2647058823529412,1.852941176470588,3.044117647058824,27.69485294117647,26.995395865808824,False,0.0115886754001079,11.588675400107936,326.0,254.0,1627739.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627739.png
Jarred Vanderbilt,LAL,PF,65.0,17.4,4.4,1.3,1.2,3.3,4.5,0.8,0.3,0.9,1.6,0.471,0.4,1.5,0.293,0.531,11.2,0.544,12.4,-2.4,0.9,-1.5,0.1,11571429.0,9.10344827586207,2.689655172413793,6.8275862068965525,2.4827586206896552,1.6551724137931036,0.6206896551724138,1.862068965517241,3.3103448275862077,28.934482758620696,26.946744910344837,False,0.007921598261689,7.921598261689063,327.0,354.0,1629020.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629020.png
Rob Dillingham,2TM,PG,65.0,14.9,6.3,2.2,0.3,1.7,2.0,0.7,0.1,1.5,1.8,0.396,0.6,2.0,0.316,0.447,7.7,0.469,23.1,-6.3,-0.9,-7.3,-1.3,6576120.0,15.221476510067117,5.315436241610739,4.10738255033557,0.7248322147651006,1.691275167785235,0.2416107382550335,3.624161073825503,4.348993288590604,34.21208053691275,26.82122027919463,True,0.010459084415102,10.459084415102026,328.0,288.0,1642265.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642265.png
Tony Bradley,2TM,C,41.0,11.0,4.0,0.5,1.5,1.4,2.8,0.1,0.2,0.4,1.5,0.547,0.0,0.1,0.5,0.556,12.8,0.596,14.5,-2.5,-1.7,-4.2,-0.3,3204816.0,13.090909090909092,1.6363636363636365,4.581818181818181,4.909090909090908,0.3272727272727273,0.6545454545454547,1.3090909090909093,4.909090909090908,31.71272727272727,26.80031765454545,True,0.0149705719035838,14.9705719035838,329.0,177.0,1628396.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628396.png
Aaron Holiday,HOU,PG,57.0,13.7,5.5,1.1,0.2,0.8,1.0,0.5,0.1,0.7,1.3,0.417,1.2,3.0,0.394,0.55,10.1,0.578,16.6,-2.2,-0.2,-2.4,-0.1,2296274.0,14.452554744525548,2.89051094890511,2.102189781021898,0.5255474452554745,1.3138686131386863,0.2627737226277372,1.8394160583941608,3.416058394160584,28.418978102189776,26.558560589781017,False,0.0175263983912942,17.526398391294283,330.0,124.0,1628988.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628988.png
Dalton Knecht,LAL,SF,54.0,10.2,4.2,0.4,0.3,1.1,1.4,0.2,0.2,0.4,0.8,0.455,0.7,2.1,0.342,0.555,10.1,0.568,17.7,-2.1,-1.6,-3.6,-0.2,4010160.0,14.823529411764708,1.4117647058823533,3.882352941176472,1.0588235294117647,0.7058823529411766,0.7058823529411766,1.4117647058823533,2.8235294117647065,29.858823529411765,26.40294225882353,False,0.0131847371326023,13.184737132602324,331.0,209.0,1642261.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642261.png
Killian Hayes,SAC,PG,23.0,17.7,5.5,3.5,0.2,2.2,2.3,0.9,0.2,1.2,1.6,0.304,0.7,2.7,0.27,0.366,8.8,0.422,18.7,-5.1,-0.9,-6.0,-0.4,263940.0,11.186440677966102,7.118644067796611,4.474576271186441,0.4067796610169492,1.8305084745762712,0.4067796610169492,2.440677966101695,3.254237288135594,33.671186440677964,26.109063950847457,False,0.050820472178773,50.82047217877309,332.0,3.0,1630165.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630165.png
Bryce McGowens,NOP,SG,42.0,21.0,8.1,1.5,0.3,1.8,2.1,0.6,0.2,0.4,2.1,0.481,0.9,2.2,0.409,0.561,11.7,0.61,14.0,-2.0,-0.9,-2.8,-0.2,724598.0,13.885714285714284,2.571428571428571,3.085714285714286,0.5142857142857142,1.0285714285714285,0.3428571428571428,0.6857142857142857,3.6,29.194285714285712,26.069715857142853,False,0.0306258204586605,30.625820458660527,333.0,28.0,1631121.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631121.png
Bruce Brown,DEN,SG,82.0,24.4,7.9,2.1,1.0,2.8,3.9,1.0,0.2,1.1,2.4,0.475,0.7,1.8,0.385,0.53,10.8,0.562,14.5,-2.5,0.1,-2.4,-0.2,2296274.0,11.655737704918034,3.098360655737705,4.131147540983607,1.475409836065574,1.475409836065574,0.2950819672131147,1.6229508196721314,3.540983606557377,28.57131147540984,25.979807342213117,False,0.0171444703137977,17.144470313797743,334.0,129.0,1628971.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628971.png
Dwight Powell,DAL,C,63.0,14.3,3.3,1.1,1.5,2.6,4.1,0.5,0.3,0.7,2.1,0.644,0.0,0.1,0.286,0.653,12.6,0.699,8.9,-2.9,1.5,-1.4,0.1,4000000.0,8.307692307692307,2.769230769230769,6.545454545454546,3.776223776223776,1.2587412587412583,0.7552447552447552,1.762237762237762,5.286713286713287,27.755244755244757,25.910322393356644,False,0.0129551611966783,12.955161196678322,335.0,214.0,203939.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png
Keon Ellis,2TM,SG,72.0,20.5,6.7,1.0,0.5,1.3,1.9,1.2,0.6,0.6,1.9,0.44,1.3,3.5,0.363,0.559,10.8,0.579,13.0,-1.8,1.3,-0.5,0.6,2301587.0,11.765853658536583,1.7560975609756098,2.282926829268293,0.8780487804878049,2.107317073170732,1.053658536585366,1.053658536585366,3.3365853658536584,26.03414634146341,25.90519090243902,True,0.0170754870134933,17.0754870134933,336.0,136.0,1631165.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631165.png
Nolan Traoré,BRK,PG,56.0,22.2,8.9,3.8,0.3,1.5,1.8,0.8,0.4,2.3,2.1,0.38,1.1,3.4,0.318,0.444,7.9,0.479,22.8,-4.8,-2.0,-6.8,-1.5,3811560.0,14.432432432432432,6.162162162162162,2.4324324324324325,0.4864864864864865,1.2972972972972974,0.6486486486486487,3.72972972972973,3.4054054054054057,32.56216216216217,25.595275524324325,False,0.0131101731812194,13.110173181219428,337.0,211.0,1642849.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642849.png
Marcus Smart,LAL,SG,62.0,28.5,9.3,3.0,0.6,2.2,2.8,1.4,0.4,1.5,2.6,0.395,1.6,4.7,0.331,0.497,9.9,0.543,15.4,-2.9,0.6,-2.2,-0.1,19920855.0,11.747368421052633,3.789473684210526,2.778947368421053,0.7578947368421053,1.768421052631579,0.5052631578947369,1.894736842105263,3.28421052631579,27.840000000000003,25.50062112,False,0.0057134281671821,5.71342816718211,338.0,379.0,203935.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203935.png
Will Richard,GSW,SG,69.0,20.0,6.4,1.3,1.0,1.5,2.5,1.2,0.1,0.8,1.9,0.468,1.0,3.1,0.335,0.571,11.0,0.596,13.0,-2.5,0.9,-1.7,0.1,1272870.0,11.52,2.34,2.7,1.8,2.16,0.18,1.44,3.42,26.82,25.171496399999995,False,0.02231089585307,22.310895853070036,339.0,71.0,1642954.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642954.png
Ben Sheppard,IND,SG,65.0,21.4,7.1,1.8,0.7,2.3,3.0,0.6,0.1,0.6,1.8,0.434,1.3,3.6,0.362,0.543,9.7,0.561,13.8,-2.4,-0.6,-3.0,-0.4,2790720.0,11.943925233644858,3.0280373831775704,3.8691588785046727,1.1775700934579438,1.0093457943925233,0.1682242990654205,1.0093457943925233,3.0280373831775704,28.4803738317757,24.771188371962623,False,0.0148282093697808,14.828209369780804,340.0,179.0,1641767.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641767.png
Jericho Sims,MIL,C,67.0,19.7,5.0,1.6,2.2,3.3,5.5,0.3,0.3,1.1,2.2,0.784,0.0,0.0,0.0,0.784,12.9,0.772,9.8,-2.1,-0.9,-3.1,-0.4,2461463.0,9.137055837563452,2.923857868020305,6.030456852791878,4.020304568527919,0.5482233502538071,0.5482233502538071,2.01015228426396,4.020304568527919,28.242639593908628,24.764006412182734,False,0.015784260936286,15.784260936286037,341.0,156.0,1630579.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630579.png
Kobe Sanders,LAC,SG,68.0,19.9,7.3,1.6,0.4,1.8,2.3,0.7,0.1,1.2,2.1,0.466,1.2,2.9,0.408,0.57,10.0,0.597,16.3,-2.7,-0.2,-2.9,-0.3,475497.0,13.20603015075377,2.8944723618090458,3.256281407035176,0.7236180904522614,1.2663316582914572,0.1809045226130653,2.170854271356784,3.798994974874372,27.32562814070352,24.6941437258794,False,0.0358112995139058,35.81129951390585,342.0,10.0,1642920.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642920.png
Mike Conley,MIN,PG,54.0,18.4,4.5,2.9,0.3,1.4,1.7,0.6,0.3,0.6,1.6,0.335,1.0,3.1,0.337,0.465,9.4,0.517,11.5,-2.3,1.0,-1.3,0.2,11499872.0,8.804347826086957,5.673913043478261,2.739130434782609,0.5869565217391304,1.1739130434782608,0.5869565217391304,1.1739130434782608,3.130434782608696,26.598913043478262,24.468738656250004,False,0.0072154775400537,7.21547754005373,343.0,363.0,201144.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201144.png
Rasheer Fleming,PHO,PF,55.0,12.2,4.3,0.3,1.0,1.2,2.3,0.4,0.4,0.5,1.2,0.405,0.8,2.4,0.346,0.509,10.2,0.517,16.3,-3.0,-0.7,-3.8,-0.3,1272870.0,12.688524590163937,0.8852459016393442,3.540983606557377,2.950819672131148,1.180327868852459,1.180327868852459,1.475409836065574,3.540983606557377,28.401639344262303,24.06240832991804,False,0.0213278494727411,21.327849472741168,344.0,81.0,1642853.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642853.png
Herbert Jones,NOP,SF,56.0,28.4,8.9,2.8,0.8,2.6,3.4,1.6,0.5,1.3,3.2,0.383,1.4,4.6,0.309,0.467,9.1,0.491,15.2,-3.7,0.6,-3.1,-0.5,13937574.0,11.281690140845072,3.549295774647887,3.295774647887324,1.0140845070422535,2.0281690140845074,0.6338028169014085,1.647887323943662,4.056338028169015,28.00774647887324,24.05221255669014,False,0.006442604032161,6.442604032161037,345.0,374.0,1630529.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630529.png
Zeke Nnaji,DEN,PF,52.0,12.0,3.7,0.6,0.6,2.0,2.6,0.3,0.5,0.5,1.4,0.47,0.3,1.0,0.259,0.517,10.3,0.558,13.7,-3.6,0.0,-3.5,-0.3,8177778.0,11.1,1.7999999999999998,6.0,1.7999999999999998,0.8999999999999999,1.5,1.5,4.199999999999999,28.59,23.932954035,False,0.0083690979036764,8.369097903676401,346.0,349.0,1630192.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630192.png
Adem Bona,PHI,C,71.0,17.4,4.8,0.5,1.8,2.5,4.3,0.4,1.2,0.8,2.2,0.595,0.0,0.1,0.333,0.6,12.8,0.638,11.1,-3.2,0.3,-2.9,-0.3,1955377.0,9.93103448275862,1.0344827586206895,5.172413793103449,3.724137931034483,0.8275862068965518,2.4827586206896552,1.6551724137931036,4.551724137931035,27.67241379310345,23.82548443965517,False,0.017038308937543,17.038308937543007,347.0,137.0,1641737.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641737.png
Hugo González,BOS,SF,74.0,14.6,3.9,0.5,0.8,2.5,3.3,0.6,0.3,0.5,1.7,0.476,0.6,1.6,0.362,0.561,10.2,0.561,11.8,-3.1,1.6,-1.5,0.1,2783880.0,9.616438356164384,1.2328767123287672,6.164383561643835,1.9726027397260275,1.4794520547945205,0.7397260273972602,1.2328767123287672,4.191780821917808,25.89041095890411,23.82066,False,0.0142767230502634,14.276723050263485,348.0,187.0,1642864.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642864.png
Caleb Martin,DAL,SF,58.0,14.8,3.9,1.4,0.5,2.0,2.5,0.7,0.3,0.7,1.5,0.45,0.3,1.0,0.351,0.503,9.3,0.526,12.5,-4.0,1.7,-2.2,0.0,9594044.0,9.486486486486486,3.4054054054054053,4.864864864864864,1.216216216216216,1.7027027027027026,0.7297297297297296,1.7027027027027026,3.648648648648648,26.975675675675674,23.679774222972974,False,0.0076449861736627,7.644986173662763,349.0,358.0,1628997.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628997.png
Nique Clifford,SAC,SG,75.0,25.1,8.6,2.4,0.9,2.9,3.8,0.9,0.3,1.5,2.1,0.418,1.0,3.1,0.333,0.482,9.0,0.505,17.0,-3.7,-1.2,-4.9,-1.4,3108120.0,12.334661354581671,3.4422310756972108,4.159362549800797,1.290836653386454,1.290836653386454,0.4302788844621513,2.151394422310757,3.01195219123506,29.59601593625497,23.630369581673303,False,0.0134036051328322,13.40360513283224,350.0,200.0,1642363.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642363.png
Larry Nance Jr.,CLE,PF,35.0,12.8,3.7,1.0,0.8,1.8,2.7,0.6,0.2,0.6,1.6,0.419,0.6,1.8,0.333,0.504,9.5,0.505,14.0,-3.9,0.5,-3.4,-0.2,2296274.0,10.40625,2.8125,5.0625,2.25,1.6874999999999998,0.5625,1.6874999999999998,4.5,28.2234375,23.57465970703125,False,0.0155572767796611,15.557276779661104,351.0,164.0,1626204.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626204.png
Patrick Williams,CHI,PF,72.0,20.5,7.0,1.5,0.7,2.3,3.0,0.7,0.4,1.0,1.3,0.372,1.3,3.8,0.347,0.472,8.2,0.494,16.6,-3.4,-1.1,-4.5,-0.9,18000000.0,12.292682926829269,2.6341463414634143,4.039024390243903,1.2292682926829266,1.2292682926829266,0.7024390243902439,1.7560975609756098,2.282926829268293,29.0809756097561,23.49060859317073,False,0.0055367895434766,5.536789543476671,352.0,381.0,1630172.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630172.png
Terance Mann,BRK,SG,63.0,24.3,7.2,3.0,1.1,2.1,3.2,0.7,0.2,1.1,2.5,0.457,0.9,2.4,0.364,0.533,10.2,0.564,13.5,-2.7,-0.7,-3.4,-0.6,15500000.0,10.666666666666666,4.444444444444445,3.1111111111111107,1.6296296296296298,1.037037037037037,0.2962962962962963,1.6296296296296298,3.703703703703704,27.674074074074078,23.27658044444444,False,0.0059122573451491,5.9122573451491895,353.0,377.0,1629611.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629611.png
Johnny Furphy,IND,SG,35.0,18.4,5.1,1.2,0.9,3.5,4.4,0.6,0.2,0.8,1.9,0.47,0.7,2.0,0.324,0.547,9.2,0.547,12.8,-3.9,0.2,-3.7,-0.3,1955377.0,9.97826086956522,2.347826086956521,6.847826086956522,1.7608695652173914,1.1739130434782608,0.391304347826087,1.565217391304348,3.717391304347826,27.96847826086957,22.808400800543485,False,0.0163109623309127,16.31096233091274,354.0,149.0,1642277.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642277.png
Jaylen Clark,MIN,SG,68.0,13.1,4.0,0.6,0.8,1.0,1.8,0.7,0.1,0.3,1.3,0.434,0.5,1.5,0.327,0.507,10.3,0.534,13.3,-3.2,0.7,-2.4,-0.1,2191897.0,10.99236641221374,1.6488549618320612,2.7480916030534357,2.198473282442748,1.9236641221374045,0.2748091603053435,0.8244274809160306,3.5725190839694663,25.84580152671756,22.50753806793893,False,0.0152026018702601,15.2026018702601,355.0,172.0,1641740.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641740.png
Cody Williams,UTA,SG,67.0,24.3,8.8,2.0,0.9,2.0,3.0,0.8,0.4,1.1,1.8,0.468,0.4,2.0,0.214,0.495,9.6,0.524,16.0,-3.6,-1.9,-5.5,-1.5,5742480.0,13.037037037037038,2.962962962962963,2.962962962962963,1.3333333333333333,1.1851851851851851,0.5925925925925927,1.6296296296296298,2.6666666666666665,29.385185185185183,22.34908718518519,False,0.0093263142320641,9.326314232064174,356.0,327.0,1642262.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642262.png
Jalen Wilson,BRK,PF,54.0,15.9,6.4,0.9,0.3,1.8,2.1,0.4,0.0,0.7,1.6,0.396,1.0,2.8,0.355,0.493,8.7,0.536,18.2,-3.6,-2.1,-5.6,-0.8,2221677.0,14.49056603773585,2.037735849056604,4.075471698113208,0.6792452830188679,0.9056603773584906,0.0,1.5849056603773584,3.6226415094339615,28.867924528301884,22.25461584905661,False,0.014930681889252,14.930681889252057,357.0,178.0,1630592.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630592.png
Luguentz Dort,OKC,SF,69.0,26.8,8.3,1.2,0.8,2.7,3.6,0.9,0.4,0.8,2.6,0.385,1.9,5.4,0.344,0.508,8.3,0.524,14.1,-2.8,0.8,-2.0,0.0,18222222.0,11.149253731343284,1.611940298507463,3.626865671641791,1.0746268656716418,1.208955223880597,0.5373134328358209,1.0746268656716418,3.492537313432836,24.716417910447767,22.253283223880608,False,0.005213068464956,5.213068464956066,358.0,382.0,1629652.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629652.png
A.J. Green,MIL,SG,78.0,29.1,10.4,1.9,0.4,2.4,2.7,0.5,0.1,1.0,2.3,0.424,3.0,7.1,0.419,0.612,9.4,0.627,14.0,-1.5,-1.8,-3.3,-0.8,2301587.0,12.8659793814433,2.3505154639175254,2.9690721649484537,0.4948453608247423,0.6185567010309277,0.1237113402061855,1.2371134020618555,2.845360824742268,25.9979381443299,22.24858792268042,False,0.0146652258064048,14.665225806404871,359.0,182.0,1631260.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631260.png
Josh Okogie,HOU,SG,78.0,17.4,4.5,0.9,1.0,1.5,2.6,0.8,0.2,0.5,1.4,0.425,0.8,2.1,0.385,0.531,9.9,0.544,11.3,-2.3,1.1,-1.2,0.3,2296274.0,9.310344827586208,1.862068965517241,3.1034482758620694,2.0689655172413794,1.6551724137931036,0.4137931034482759,1.0344827586206895,2.896551724137931,23.824137931034485,21.96858004137931,False,0.0144974003615391,14.497400361539125,360.0,184.0,1629006.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629006.png
Josh Green,CHO,SG,58.0,15.7,4.3,0.8,0.8,1.0,1.8,0.6,0.1,0.6,1.1,0.459,1.0,2.4,0.42,0.619,9.7,0.644,10.6,-1.7,1.0,-0.7,0.3,13666667.0,9.859872611464969,1.8343949044585988,2.2929936305732483,1.8343949044585988,1.375796178343949,0.2292993630573248,1.375796178343949,2.5222929936305736,22.54012738853503,21.81281185222929,False,0.0059003849562047,5.900384956204794,361.0,378.0,1630182.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630182.png
Ben Saraf,BRK,SG,44.0,20.8,7.5,3.3,0.5,1.6,2.1,0.9,0.2,2.3,1.8,0.396,0.4,2.0,0.211,0.427,7.8,0.486,21.0,-5.6,-1.7,-7.3,-1.2,2884560.0,12.98076923076923,5.711538461538462,2.769230769230769,0.8653846153846153,1.5576923076923077,0.3461538461538461,3.98076923076923,3.1153846153846154,30.253846153846155,21.80856207692308,False,0.012840656944355,12.840656944355088,362.0,221.0,1642879.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642879.png
Kris Murray,POR,SF,57.0,23.4,5.8,1.4,1.6,2.0,3.6,0.9,0.4,0.8,1.6,0.467,0.6,2.1,0.279,0.529,9.6,0.55,10.6,-2.3,0.8,-1.5,0.2,3132000.0,8.923076923076923,2.1538461538461537,3.076923076923077,2.4615384615384617,1.3846153846153846,0.6153846153846154,1.2307692307692308,2.4615384615384617,24.115384615384613,21.66884423076923,False,0.0122440436987741,12.24404369877414,363.0,234.0,1631200.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631200.png
Isaac Okoro,CHI,SG,63.0,26.9,9.3,1.6,1.1,1.7,2.7,0.7,0.5,0.7,2.6,0.46,1.2,3.5,0.33,0.539,9.8,0.574,13.6,-3.0,-0.8,-3.8,-0.8,11000000.0,12.446096654275095,2.1412639405204463,2.2750929368029738,1.472118959107807,0.9368029739776952,0.6691449814126395,0.9368029739776952,3.479553903345725,26.524907063197038,21.591238153159864,False,0.0065100032466579,6.51000324665794,364.0,373.0,1630171.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630171.png
Jeremiah Robinson-Earl,2TM,PF,22.0,16.4,4.6,0.7,1.6,3.0,4.7,0.4,0.0,0.5,1.2,0.37,0.5,1.9,0.244,0.42,9.3,0.468,14.1,-3.5,-1.7,-5.2,-0.3,131970.0,10.097560975609756,1.5365853658536586,6.585365853658537,3.51219512195122,0.878048780487805,0.0,1.0975609756097562,2.634146341463415,29.041463414634144,21.469351778048782,True,0.0590991621164578,59.099162116457855,365.0,1.0,1630526.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png
Sion James,CHO,SG,82.0,22.5,5.4,2.0,0.6,2.9,3.5,0.6,0.2,0.8,1.8,0.371,1.0,2.9,0.352,0.483,8.3,0.531,11.0,-3.0,1.1,-2.0,0.0,2296274.0,8.64,3.2,4.64,0.96,0.96,0.32,1.28,2.88,24.176,21.11905344,False,0.0139367848263167,13.936784826316744,366.0,193.0,1642883.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642883.png
Tyus Jones,3TM,PG,67.0,14.6,3.0,2.4,0.2,1.0,1.1,0.6,0.0,0.4,0.5,0.349,0.6,2.0,0.292,0.44,8.3,0.448,10.7,-2.9,0.5,-2.4,-0.1,7000000.0,7.397260273972603,5.917808219178082,2.4657534246575343,0.4931506849315069,1.4794520547945205,0.0,0.9863013698630138,1.2328767123287672,25.446575342465756,21.0446010739726,True,0.0079541115546134,7.954111554613471,367.0,353.0,1626145.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626145.png
Ochai Agbaji,2TM,SG,62.0,15.7,5.1,0.8,0.7,1.5,2.3,0.4,0.3,0.5,1.5,0.436,0.5,2.1,0.266,0.496,8.9,0.525,14.6,-3.5,-0.5,-4.0,-0.5,6383525.0,11.694267515923569,1.8343949044585988,3.4394904458598727,1.6050955414012738,0.9171974522292994,0.6878980891719745,1.1464968152866242,3.4394904458598727,26.1515923566879,20.86095429936306,True,0.0082566502788226,8.256650278822693,368.0,350.0,1630534.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630534.png
Jordan Hawkins,NOP,SG,51.0,13.6,5.1,0.8,0.4,1.3,1.7,0.3,0.2,0.7,0.6,0.366,0.9,2.6,0.348,0.457,7.6,0.48,18.2,-3.2,-3.0,-6.2,-0.7,4741320.0,13.5,2.117647058823529,3.4411764705882355,1.0588235294117647,0.7941176470588236,0.5294117647058824,1.852941176470588,1.5882352941176472,28.60147058823529,20.807052,False,0.0095556650610863,9.555665061086378,369.0,317.0,1641722.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641722.png
AJ Johnson,DAL,SG,23.0,10.4,3.9,1.1,0.3,0.8,1.0,0.2,0.1,0.5,0.7,0.323,0.2,1.4,0.156,0.349,6.7,0.427,20.5,-5.6,-1.8,-7.4,-0.3,3090480.0,13.5,3.807692307692308,2.769230769230769,1.0384615384615383,0.6923076923076923,0.3461538461538461,1.7307692307692306,2.423076923076923,30.011538461538454,20.7758927451923,False,0.0118180745677981,11.818074567798194,370.0,250.0,1642358.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642358.png
Doug McDermott,SAC,SF,29.0,15.1,5.7,0.8,0.2,1.0,1.3,0.2,0.1,0.4,1.0,0.388,1.7,4.2,0.39,0.561,8.6,0.574,15.1,-1.4,-3.0,-4.4,-0.3,2296274.0,13.589403973509937,1.9072847682119207,2.384105960264901,0.4768211920529802,0.4768211920529802,0.2384105960264901,0.9536423841059604,2.384105960264901,26.201324503311263,20.76842320132451,False,0.0137053985947366,13.705398594736645,371.0,195.0,203926.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png
Rayan Rupert,2TM,SG,64.0,16.8,5.2,1.1,0.8,2.2,2.9,0.9,0.1,0.9,1.9,0.393,0.7,2.1,0.324,0.463,8.2,0.493,15.0,-5.0,-0.1,-5.1,-0.8,2353647.0,11.142857142857142,2.357142857142857,4.714285714285714,1.7142857142857142,1.9285714285714284,0.2142857142857142,1.9285714285714284,4.071428571428571,27.300000000000004,20.284725000000005,True,0.0132220398088924,13.222039808892452,372.0,206.0,1641712.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641712.png
Nicolas Batum,LAC,PF,74.0,17.5,4.0,0.9,0.3,2.2,2.5,0.6,0.3,0.5,1.4,0.403,1.2,3.1,0.404,0.597,8.4,0.603,9.6,-1.7,0.7,-1.0,0.3,5601600.0,8.228571428571428,1.8514285714285716,4.525714285714286,0.6171428571428572,1.2342857142857144,0.6171428571428572,1.0285714285714285,2.88,21.651428571428568,20.021725688571426,False,0.0084595149105308,8.459514910530865,373.0,347.0,201587.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201587.png
Amir Coffey,2TM,SG,46.0,10.7,3.2,0.6,0.4,0.8,1.2,0.2,0.1,0.2,0.7,0.487,0.4,1.1,0.347,0.562,10.2,0.594,11.9,-2.2,-0.9,-3.1,-0.1,2296274.0,10.766355140186915,2.0186915887850465,2.6915887850467293,1.3457943925233646,0.6728971962616823,0.3364485981308411,0.6728971962616823,2.355140186915888,24.274766355140187,20.013077655140183,True,0.0132069345714036,13.206934571403613,374.0,208.0,1629599.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629599.png
